종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021-2020통합등급,2021-2020환경,2021-2020사회,2021-2020지배구조,2022-2021통합등급,2022-2021환경,2022-2021사회,2022-2021지배구조,2023-2022통합등급,2023-2022환경,2023-2022사회,2023-2022지배구조,2024-2023통합등급,2024-2023환경,2024-2023사회,2024-2023지배구조,종목코드,시장구분,업종명,시가총액
동아타이어,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,5.0,3.0,5.0,5.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,-2.0,-3.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,282690,KOSPI,화학,163972199100.0
동양,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520,KOSPI,비금속광물,219111969834.0
동양고속,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,6.0,5.0,3.0,5.0,6.0,0.0,0.0,-2.0,0.0,-4.0,-2.0,-2.0,-5.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,84670,KOSPI,운수창고업,33588600400.0
동양생명,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,5.0,1.0,5.0,6.0,6.0,3.0,7.0,6.0,5.0,1.0,6.0,6.0,1.0,2.0,1.0,0.0,-1.0,-2.0,-2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,82640,KOSPI,보험,855200500500.0
동양철관,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,0.0,-2.0,-2.0,2.0,-2.0,0.0,0.0,-4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,8970,KOSPI,철강금속,83100817710.0
동양피스톤,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,3.0,6.0,5.0,5.0,5.0,6.0,0.0,0.0,-2.0,0.0,-2.0,-4.0,2.0,-5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92780,KOSPI,운수장비,60377389100.0
동원F&B,5.0,6.0,7.0,3.0,5.0,6.0,7.0,3.0,5.0,5.0,7.0,3.0,6.0,5.0,7.0,5.0,5.0,5.0,6.0,5.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49770,KOSPI,음식료품,749634837000.0
동원금속,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,5.0,3.0,5.0,6.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,-2.0,-3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,18500,KOSPI,운수장비,76865109852.0
동원산업,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,5.0,6.0,3.0,5.0,3.0,6.0,6.0,5.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,-2.0,2.0,0.0,-3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6040,KOSPI,기타금융,1722182738250.0
동원수산,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,6.0,3.0,1.0,5.0,5.0,0.0,0.0,-2.0,1.0,-2.0,0.0,-2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30720,KOSPI,"농업, 임업 및 어업",27690139750.0
동원시스템즈,5.0,7.0,7.0,3.0,5.0,7.0,7.0,3.0,3.0,5.0,6.0,1.0,5.0,3.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,-2.0,1.0,2.0,-2.0,2.0,0.0,-4.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,14820,KOSPI,화학,1174146921000.0
동일고무벨트,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,5.0,3.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,163560,KOSPI,화학,111339000000.0
동일산업,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,6.0,5.0,5.0,3.0,6.0,5.0,6.0,3.0,6.0,0.0,-1.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,4890,KOSPI,철강금속,105011809500.0
동일제강,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2690,KOSPI,철강금속,36682750520.0
동화약품,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,6.0,3.0,5.0,1.0,6.0,5.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,20,KOSPI,의약품,243003789000.0
두산,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,6.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,8.0,8.0,8.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,150,KOSPI,기타금융,2204279589000.0
두산밥캣,7.0,5.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,5.0,7.0,6.0,6.0,3.0,7.0,7.0,6.0,1.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,241560,KOSPI,기계,5363330381000.0
두산에너빌리티,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,5.0,6.0,7.0,3.0,7.0,8.0,7.0,6.0,7.0,7.0,8.0,6.0,0.0,1.0,-1.0,0.0,-2.0,-2.0,0.0,-3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,34020,KOSPI,기계,10076026826580.0
두산퓨얼셀,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,6.0,6.0,8.0,5.0,6.0,5.0,7.0,7.0,,,,,-,-,-,-,0.0,1.0,1.0,-2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,336260,KOSPI,전기전자,1237831421400.0
두올,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,-4.0,-2.0,-2.0,-3.0,2.0,2.0,2.0,-2.0,0.0,0.0,0.0,0.0,16740,KOSPI,운수장비,117882714200.0
드림텍,3.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,,,,,-,-,-,-,-2.0,-2.0,-2.0,-3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,192650,KOSPI,전기전자,625865134500.0
디씨엠,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,6.0,3.0,3.0,3.0,5.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24090,KOSPI,철강금속,124260000000.0
디아이,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-4.0,0.0,1.0,-4.0,0.0,-2.0,-5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3160,KOSPI,의료정밀,538549000000.0
디아이동일,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,-2.0,0.0,0.0,-3.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,,,,
디아이씨,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,0.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92200,KOSPI,운수장비,240331356420.0
디와이,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,6.0,5.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,13570,KOSPI,기타금융,150285104430.0
디와이파워,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,6.0,3.0,1.0,5.0,5.0,2.0,2.0,-2.0,1.0,-2.0,-2.0,-2.0,-1.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,210540,KOSPI,기계,141223445320.0
락앤락,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,3.0,3.0,3.0,6.0,3.0,3.0,6.0,3.0,0.0,0.0,-3.0,3.0,2.0,2.0,3.0,-1.0,-2.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,115390,KOSPI,화학,376073247480.0
롯데관광개발,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,2.0,0.0,0.0,2.0,-4.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32350,KOSPI,서비스업,740526646680.0
롯데렌탈,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,89860,KOSPI,서비스업,979961185250.0
롯데손해보험,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,8.0,7.0,6.0,3.0,7.0,7.0,1.0,2.0,1.0,0.0,-1.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,KOSPI,보험,1013248084800.0
롯데쇼핑,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23530,KOSPI,유통업,1892517709500.0
롯데에너지머티리얼즈,3.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,-2.0,0.0,2.0,-2.0,-2.0,-2.0,-4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,20150,KOSPI,전기전자,2051932157500.0
롯데웰푸드,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,0.0,0.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,280360,KOSPI,음식료품,1246307225400.0
롯데이노베이트,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,286940,KOSPI,서비스업,501150574050.0
롯데정밀화학,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,KOSPI,화학,1111980000000.0
롯데지주,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,7.0,6.0,5.0,7.0,5.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4990,KOSPI,기타금융,2774849318650.0
롯데칠성음료,7.0,8.0,7.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,7.0,5.0,7.0,6.0,8.0,7.0,6.0,6.0,7.0,6.0,1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,-2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,
롯데케미칼,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,7.0,6.0,8.0,7.0,7.0,5.0,8.0,7.0,6.0,5.0,7.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,11170,KOSPI,화학,4290374525700.0
롯데하이마트,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71840,KOSPI,유통업,217899181760.0
마니커,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,3.0,1.0,6.0,3.0,0.0,0.0,-1.0,2.0,-2.0,0.0,-4.0,-4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,27740,KOSPI,음식료품,69227238520.0
만호제강,3.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,3.0,1.0,3.0,6.0,3.0,3.0,3.0,6.0,3.0,3.0,5.0,5.0,0.0,0.0,-2.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1080,KOSPI,철강금속,195672500000.0
맵스리얼티1,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94800,KOSPI,기타금융,395474250060.0
메리츠금융지주,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,5.0,3.0,3.0,6.0,6.0,1.0,6.0,7.0,6.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,-1.0,2.0,-3.0,-1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,138040,KOSPI,기타금융,15456886451600.0
메리츠증권,,,,,,,,,6.0,3.0,7.0,6.0,6.0,3.0,7.0,6.0,6.0,5.0,7.0,6.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,,,,
메타랩스,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,6.0,3.0,1.0,5.0,5.0,0.0,0.0,-2.0,1.0,-2.0,0.0,-2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90370,KOSPI,섬유의복,44828440200.0
명문제약,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,6.0,3.0,1.0,5.0,5.0,2.0,0.0,0.0,1.0,-4.0,0.0,-4.0,-3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17180,KOSPI,의약품,69434813430.0
명신산업,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,-,-,-,-,-,-,-,-,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9900,KOSPI,운수장비,745075888600.0
모나리자,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,1.0,1.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,-2.0,0.0,-4.0,-4.0,0.0,-4.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,12690,KOSPI,종이목재,114833740700.0
모나미,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5360,KOSPI,유통업,51117215435.0
모토닉,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,-2.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,9680,KOSPI,운수장비,274560000000.0
무림P&P,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9580,KOSPI,종이목재,190535229820.0
무림페이퍼,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,1.0,0.0,0.0,1.0,-2.0,-1.0,0.0,-2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9200,KOSPI,종이목재,89251969950.0
무학,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,6.0,3.0,5.0,3.0,3.0,2.0,-4.0,2.0,3.0,-2.0,0.0,-2.0,-1.0,0.0,2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,33920,KOSPI,음식료품,145065000000.0
문배철강,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8420,KOSPI,철강금속,56999743900.0
미래산업,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25560,KOSPI,의료정밀,66641196300.0
미래아이앤지,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7120,KOSPI,서비스업,31257497664.0
미래에셋생명,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,3.0,8.0,6.0,5.0,1.0,6.0,5.0,1.0,2.0,2.0,1.0,0.0,2.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,85620,KOSPI,보험,873574892715.0
미래에셋증권,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,8.0,5.0,7.0,6.0,8.0,6.0,-1.0,1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800,KOSPI,증권,4458919895920.0
미원상사,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,1.0,5.0,5.0,0.0,2.0,-4.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2840,KOSPI,화학,907725000000.0
미원에스씨,3.0,5.0,6.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,2.0,3.0,-2.0,0.0,0.0,0.0,0.0,268280,KOSPI,화학,693500000000.0
미원홀딩스,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,0.0,0.0,0.0,0.0,107590,KOSPI,기타금융,179336000000.0
미원화학,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,-2.0,-3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,134380,KOSPI,화학,155488247600.0
미창석유공업,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,2.0,0.0,-4.0,0.0,0.0,0.0,0.0,,,,
방림,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,5.0,5.0,3.0,5.0,-2.0,-2.0,0.0,1.0,-2.0,-2.0,-2.0,-3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3610,KOSPI,섬유의복,88224877650.0
백광산업,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,1.0,2.0,0.0,0.0,4.0,-4.0,-2.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340,KOSPI,화학,360245624140.0
백산,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,-4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,35150,KOSPI,화학,297198000000.0
범양건영,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,3.0,5.0,0.0,0.0,2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2410,KOSPI,건설업,40103650930.0
벽산,3.0,6.0,6.0,1.0,3.0,6.0,6.0,1.0,1.0,3.0,3.0,1.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,1.0,0.0,2.0,-4.0,-3.0,-2.0,-4.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,7210,KOSPI,비금속광물,143902800000.0
보락,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2760,KOSPI,화학,67567200000.0
보령,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,7.0,6.0,3.0,1.0,5.0,5.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3850,KOSPI,의약품,763832800000.0
보해양조,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,-2.0,-4.0,-2.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,890,KOSPI,음식료품,67890622952.0
부광약품,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,6.0,3.0,1.0,3.0,5.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-1.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,3000,KOSPI,의약품,437748381840.0
부국증권,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,5.0,3.0,5.0,1.0,5.0,5.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,2.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,1270,KOSPI,증권,249914252600.0
부국철강,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26940,KOSPI,철강금속,60300000000.0
부산산업,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,2.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,-4.0,0.0,0.0,0.0,0.0,11390,KOSPI,비금속광물,55756800000.0
부산주공,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,3.0,5.0,3.0,3.0,0.0,0.0,-2.0,2.0,-2.0,-4.0,0.0,-4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5030,KOSPI,운수장비,38288532168.0
비비안,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,5.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2070,KOSPI,섬유의복,30121723890.0
비상교육,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,6.0,6.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100220,KOSPI,서비스업,62384356800.0
비에이치,,,,,,,,,,,,,6.0,6.0,6.0,6.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,90460,KOSPI,전기전자,550051488840.0
비케이탑스,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,-2.0,2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30790,KOSPI,서비스업,19208323080.0
